assignment,file,kloc,submission_date,grade,subgrade_classes,subgrade_inheritance,subgrade_polymorphism,subgrade_code_quality,errors_total,pmd_total,checkstyle_total,errors_count,pmd_count,checkstyle_count,cluster_Best practices,cluster_Complexity,cluster_Incomplete code,cluster_Reusability and extendibility,cluster_Side effects,pmd_cat_Best practices,pmd_cat_Code style,pmd_cat_Design,pmd_cat_ErrorProne,checkstyle_cat_Block Checks,checkstyle_cat_Class Design,checkstyle_cat_Coding,checkstyle_cat_Imports,checkstyle_cat_Metrics,checkstyle_cat_SizeViolations,pmd_AbstractClassWithoutAbstractMethod,pmd_AbstractClassWithoutAnyMethod,pmd_ArrayIsStoredDirectly,pmd_AssignmentInOperand,pmd_AssignmentToNonFinalStatic,pmd_AtLeastOneConstructor,pmd_AvoidBranchingStatementAsLastInLoop,pmd_AvoidCatchingGenericException,pmd_AvoidCatchingNPE,pmd_AvoidDeeplyNestedIfStmts,pmd_AvoidDuplicateLiterals,pmd_AvoidPrintStackTrace,pmd_AvoidReassigningLoopVariables,pmd_AvoidReassigningParameters,pmd_AvoidThrowingNullPointerException,pmd_AvoidThrowingRawExceptionTypes,pmd_AvoidUncheckedExceptionsInSignatures,pmd_AvoidUsingHardCodedIP,pmd_BooleanGetMethodName,pmd_CallSuperInConstructor,pmd_ClassWithOnlyPrivateConstructorsShouldBeFinal,pmd_CloseResource,pmd_CognitiveComplexity,pmd_CompareObjectsWithEquals,pmd_ConfusingTernary,pmd_ConstantsInInterface,pmd_ConstructorCallsOverridableMethod,pmd_CouplingBetweenObjects,pmd_CyclomaticComplexity,pmd_DataClass,pmd_DoNotExtendJavaLangThrowable,pmd_DontUseFloatTypeForLoopIndices,pmd_EmptyCatchBlock,pmd_EmptyControlStatement,pmd_EmptyMethodInAbstractClassShouldBeAbstract,pmd_EqualsNull,pmd_ExcessiveParameterList,pmd_ExcessivePublicCount,pmd_ExtendsObject,pmd_FieldDeclarationsShouldBeAtStartOfClass,pmd_FinalFieldCouldBeStatic,pmd_FinalParameterInAbstractMethod,pmd_ForLoopCanBeForeach,pmd_GodClass,pmd_GuardLogStatement,pmd_IdempotentOperations,pmd_IdenticalCatchBranches,pmd_ImmutableField,pmd_ImplicitSwitchFallThrough,pmd_LawOfDemeter,pmd_LiteralsFirstInComparisons,pmd_LocalVariableCouldBeFinal,pmd_LogicInversion,pmd_LooseCoupling,pmd_MethodArgumentCouldBeFinal,pmd_MethodReturnsInternalArray,pmd_MissingOverride,pmd_MutableStaticState,pmd_NPathComplexity,pmd_NcssCount,pmd_NoPackage,pmd_NullAssignment,pmd_OneDeclarationPerLine,pmd_OnlyOneReturn,pmd_PrematureDeclaration,pmd_ReturnEmptyCollectionRatherThanNull,pmd_SignatureDeclareThrowsException,pmd_SimplifiedTernary,pmd_SimplifyBooleanExpressions,pmd_SimplifyBooleanReturns,pmd_SimplifyConditional,pmd_SingletonClassReturningNewInstance,pmd_SingularField,pmd_SwitchDensity,pmd_SwitchStmtsShouldHaveDefault,pmd_SystemPrintln,pmd_TooManyFields,pmd_TooManyMethods,pmd_TooManyStaticImports,pmd_UnnecessaryCast,pmd_UnnecessaryConstructor,pmd_UnnecessaryFullyQualifiedName,pmd_UnnecessaryImport,pmd_UnnecessaryLocalBeforeReturn,pmd_UnnecessaryModifier,pmd_UnnecessaryReturn,pmd_UnnecessarySemicolon,pmd_UnusedAssignment,pmd_UnusedFormalParameter,pmd_UnusedLocalVariable,pmd_UnusedPrivateField,pmd_UnusedPrivateMethod,pmd_UseCollectionIsEmpty,pmd_UseEqualsToCompareStrings,pmd_UseUtilityClass,pmd_UselessOverridingMethod,checkstyle_AnonInnerLength,checkstyle_AvoidInlineConditionals,checkstyle_AvoidNestedBlocks,checkstyle_AvoidNoArgumentSuperConstructorCall,checkstyle_AvoidStarImport,checkstyle_AvoidStaticImport,checkstyle_BooleanExpressionComplexity,checkstyle_ClassDataAbstractionCoupling,checkstyle_ClassFanOutComplexity,checkstyle_CovariantEquals,checkstyle_CyclomaticComplexity,checkstyle_DesignForExtension,checkstyle_EmptyCatchBlock,checkstyle_EqualsAvoidNull,checkstyle_ExecutableStatementCount,checkstyle_ExplicitInitialization,checkstyle_FallThrough,checkstyle_FileLength,checkstyle_FinalClass,checkstyle_HiddenField,checkstyle_HideUtilityClassConstructor,checkstyle_InnerAssignment,checkstyle_InterfaceIsType,checkstyle_JavaNCSS,checkstyle_LambdaBodyLength,checkstyle_MagicNumber,checkstyle_MethodLength,checkstyle_MissingCtor,checkstyle_MissingSwitchDefault,checkstyle_ModifiedControlVariable,checkstyle_MultipleStringLiterals,checkstyle_NPathComplexity,checkstyle_NestedForDepth,checkstyle_NestedIfDepth,checkstyle_NestedTryDepth,checkstyle_ParameterAssignment,checkstyle_ParameterNumber,checkstyle_ReturnCount,checkstyle_SimplifyBooleanExpression,checkstyle_SimplifyBooleanReturn,checkstyle_UnusedLocalVariable,checkstyle_VariableDeclarationUsageDistance,checkstyle_VisibilityModifier
HAN OOPD,aGFzaC01NzQ3OTQ2MzkwMjQzMTczMDc5,0.839,2018-04-05,7.3,7.5,7.5,5.5,7.5,224.07628128724673,137.06793802145413,87.00834326579262,33.373063170441,21.454112038140643,11.918951132300357,91.77592371871276,8.34326579261025,48.86769964243147,75.08939213349225,0.0,10.727056019070321,83.43265792610251,42.908224076281286,0.0,0.0,19.07032181168057,64.36233611442194,0.0,2.3837902264600714,1.1918951132300357,0.0,0.0,0.0,0.0,0.0,1.1918951132300357,0.0,0.0,0.0,0.0,0.0,7.151370679380215,0.0,0.0,0.0,0.0,0.0,0.0,1.1918951132300357,3.5756853396901076,0.0,0.0,2.3837902264600714,0.0,0.0,0.0,0.0,0.0,1.1918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5756853396901076,0.0,0.0,0.0,0.0,0.0,0.0,13.110846245530395,0.0,19.07032181168057,0.0,30.989272943980932,0.0,1.1918951132300357,39.33253873659118,0.0,0.0,0.0,1.1918951132300357,0.0,0.0,0.0,2.3837902264600714,1.1918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3837902264600714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.767580452920143,0.0,0.0,1.1918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1918951132300357,0.0,0.0,0.0,1.1918951132300357,4.767580452920143,0.0,0.0,0.0,19.07032181168057,0.0,0.0,0.0,0.0,0.0,35.75685339690107,0.0,1.1918951132300357,0.0,0.0,2.3837902264600714,1.1918951132300357,0.0,1.1918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07032181168057
HAN OOPD,aGFzaDEwODIwMTcwMTMxNTMyMzE1NDE=,0.741,2018-04-05,7.2,7.0,7.0,7.0,7.0,361.67341430499323,203.778677462888,157.89473684210526,35.08771929824562,21.592442645074225,13.49527665317139,134.9527665317139,1.349527665317139,98.51551956815115,126.85560053981106,0.0,10.796221322537113,124.15654520917678,63.42780026990553,5.398110661268556,0.0,26.99055330634278,126.85560053981106,0.0,1.349527665317139,2.699055330634278,0.0,0.0,0.0,0.0,5.398110661268556,1.349527665317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699055330634278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.349527665317139,0.0,0.0,0.0,0.0,0.0,2.699055330634278,0.0,0.0,0.0,0.0,0.0,0.0,22.941970310391362,0.0,17.54385964912281,0.0,28.34008097165992,0.0,0.0,89.06882591093118,0.0,0.0,6.747638326585695,0.0,0.0,0.0,0.0,2.699055330634278,0.0,0.0,0.0,0.0,0.0,4.048582995951417,0.0,0.0,0.0,8.097165991902834,0.0,0.0,0.0,0.0,1.349527665317139,0.0,0.0,0.0,0.0,1.349527665317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.097165991902834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.349527665317139,0.0,0.0,0.0,5.398110661268556,0.0,0.0,0.0,5.398110661268556,0.0,0.0,0.0,35.08771929824562,0.0,0.0,0.0,0.0,0.0,78.27260458839406,0.0,1.349527665317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699055330634278,0.0,4.048582995951417,0.0,0.0,2.699055330634278,21.592442645074225
HAN OOPD,aGFzaDQ4NzU4OTE1MTE3NDU1MTg4NjE=,1.698,2018-05-25,8.0,9.0,8.0,7.0,8.0,458.77502944640753,237.92697290930508,220.84805653710248,31.21319199057715,18.84570082449941,12.36749116607774,162.54416961130744,7.06713780918728,74.20494699646643,209.06949352179035,5.889281507656066,12.956419316843345,137.22025912838635,81.86101295641932,5.889281507656066,0.0,85.39458186101295,128.97526501766785,2.3557126030624262,4.122497055359246,0.0,0.0,0.0,0.0,0.0,3.53356890459364,4.122497055359246,0.0,0.0,0.0,0.0,0.0,0.5889281507656066,0.0,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,0.5889281507656066,0.0,0.0,0.5889281507656066,1.1778563015312131,1.1778563015312131,0.0,0.0,0.0,2.3557126030624262,0.0,0.0,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,0.0,0.0,0.5889281507656066,22.37926972909305,0.0,0.5889281507656066,0.5889281507656066,0.0,0.0,0.0,12.36749116607774,0.0,34.157832744405184,4.122497055359246,31.80212014134276,0.0,1.1778563015312131,79.50530035335689,1.76678445229682,0.0,5.889281507656066,0.0,0.0,0.0,0.0,2.3557126030624262,2.944640753828033,0.0,0.0,0.0,0.0,1.76678445229682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1778563015312131,0.0,0.0,0.0,8.8339222614841,6.478209658421672,0.0,0.0,0.0,0.0,0.0,0.0,0.5889281507656066,0.5889281507656066,0.0,0.0,1.1778563015312131,0.0,0.5889281507656066,0.0,1.76678445229682,0.0,2.944640753828033,2.3557126030624262,0.0,0.0,1.1778563015312131,0.5889281507656066,0.0,2.3557126030624262,43.58068315665489,0.0,4.122497055359246,0.0,8.8339222614841,0.0,0.0,0.0,3.53356890459364,0.0,2.944640753828033,0.0,0.0,0.0,86.57243816254417,0.0,4.122497055359246,0.0,0.0,5.889281507656066,0.0,0.0,0.5889281507656066,0.0,2.944640753828033,0.0,1.1778563015312131,1.76678445229682,0.0,0.5889281507656066,1.1778563015312131,41.81389870435807
HAN OOPD,aGFzaC0zNzMxNjUzMjAzNjczMDg0NTU0,0.864,2018-04-05,7.7,8.0,9.0,6.0,8.5,473.3796296296296,282.4074074074074,190.97222222222223,46.2962962962963,28.935185185185187,17.36111111111111,180.55555555555557,6.944444444444445,136.57407407407408,149.30555555555557,0.0,53.24074074074074,166.66666666666666,57.870370370370374,4.62962962962963,0.0,59.02777777777778,125.0,3.4722222222222223,3.4722222222222223,0.0,0.0,0.0,0.0,1.1574074074074074,1.1574074074074074,1.1574074074074074,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,0.0,0.0,0.0,5.787037037037037,0.0,0.0,1.1574074074074074,1.1574074074074074,0.0,0.0,0.0,1.1574074074074074,0.0,2.314814814814815,0.0,0.0,0.0,0.0,0.0,1.1574074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703703703704,0.0,6.944444444444445,0.0,46.2962962962963,0.0,10.416666666666666,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.101851851851851,2.314814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.787037037037037,0.0,0.0,3.4722222222222223,1.1574074074074074,0.0,0.0,0.0,0.0,0.0,26.62037037037037,0.0,0.0,0.0,0.0,0.0,0.0,1.1574074074074074,26.62037037037037,0.0,0.0,0.0,1.1574074074074074,2.314814814814815,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,1.1574074074074074,1.1574074074074074,0.0,1.1574074074074074,55.55555555555556,0.0,0.0,0.0,9.25925925925926,0.0,0.0,0.0,33.56481481481482,1.1574074074074074,0.0,0.0,0.0,0.0,70.60185185185185,0.0,2.314814814814815,0.0,0.0,2.314814814814815,0.0,0.0,4.62962962962963,0.0,0.0,0.0,0.0,0.0,0.0,1.1574074074074074,1.1574074074074074,2.314814814814815
HAN OOPD,aGFzaDIyMjM4MjYwNjEzMTAxODU4Mjg=,1.124,2017-11-01,8.6,9.0,9.0,9.0,9.0,214.41281138790035,155.69395017793593,58.71886120996441,30.249110320284693,18.68327402135231,11.565836298932384,103.20284697508896,12.455516014234874,27.58007117437722,71.17437722419928,0.0,13.345195729537366,85.40925266903913,52.49110320284697,4.448398576512455,0.0,8.00711743772242,46.263345195729535,0.0,3.558718861209964,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.0,0.0,0.0,4.448398576512455,1.779359430604982,0.0,0.0,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.0,0.0,3.558718861209964,0.0,0.889679715302491,0.0,0.0,0.0,2.669039145907473,1.779359430604982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.0,12.455516014234874,0.0,28.469750889679712,0.0,48.04270462633451,0.0,8.89679715302491,32.02846975088968,0.0,0.0,0.0,1.779359430604982,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.889679715302491,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.0,1.779359430604982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.0,1.779359430604982,0.0,0.0,0.0,0.889679715302491,2.669039145907473,0.0,0.0,0.0,8.89679715302491,0.0,0.0,0.0,0.0,0.0,24.021352313167256,0.0,0.889679715302491,0.889679715302491,0.0,6.227758007117437,1.779359430604982,0.889679715302491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889679715302491,8.00711743772242
HAN OOPD,aGFzaDUxNDQ3ODk1MzEzNjc2MDY3OTY=,1.375,2018-04-05,7.0,7.0,7.0,7.0,7.0,324.3636363636364,185.45454545454547,138.9090909090909,28.363636363636367,18.181818181818183,10.181818181818182,125.81818181818181,8.0,64.72727272727273,125.81818181818181,0.0,12.363636363636363,117.0909090909091,56.0,0.0,0.0,29.09090909090909,106.18181818181819,0.0,3.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.7272727272727273,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,2.1818181818181817,2.1818181818181817,0.0,0.0,2.1818181818181817,0.0,0.7272727272727273,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,3.6363636363636362,0.0,2.1818181818181817,0.0,0.0,0.0,0.0,13.090909090909092,0.0,24.0,0.0,44.36363636363637,0.0,1.4545454545454546,57.45454545454545,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,6.545454545454546,0.0,0.0,0.0,1.4545454545454546,0.0,2.1818181818181817,3.6363636363636362,0.0,2.1818181818181817,0.0,0.0,0.0,0.0,7.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,1.4545454545454546,22.545454545454547,0.0,0.0,0.0,2.909090909090909,0.0,0.0,0.0,20.363636363636363,0.0,0.0,0.0,0.0,0.0,69.0909090909091,0.0,1.4545454545454546,2.1818181818181817,0.0,2.1818181818181817,0.7272727272727273,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,6.545454545454546,0.0,0.0,0.7272727272727273,6.545454545454546
HAN OOPD,aGFzaC03ODMxMzYwNzI5NDAyMTE3MjYx,1.111,2018-04-05,8.3,9.0,9.5,8.5,8.0,422.14221422142214,201.62016201620162,220.52205220522052,36.003600360036,21.602160216021602,14.401440144014401,132.31323132313233,9.000900090009,75.60756075607561,203.42034203420343,1.8001800180018002,13.501350135013501,135.01350135013502,53.10531053105311,0.0,0.0,45.904590459045906,168.31683168316832,0.9000900090009001,4.5004500450045,0.9000900090009001,0.0,0.0,0.0,0.0,0.0,2.7002700270027002,0.0,0.0,0.0,0.0,0.0,1.8001800180018002,0.9000900090009001,0.0,0.0,0.0,0.0,0.0,0.9000900090009001,2.7002700270027002,0.0,0.0,1.8001800180018002,0.0,0.0,0.0,0.0,0.0,0.9000900090009001,0.9000900090009001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7002700270027002,0.0,0.0,0.0,0.0,0.0,0.0,16.2016201620162,0.0,21.602160216021602,0.0,45.904590459045906,0.0,0.0,73.8073807380738,0.0,0.0,0.0,0.9000900090009001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8001800180018002,0.0,0.0,0.0,4.5004500450045,0.0,0.0,1.8001800180018002,0.0,1.8001800180018002,0.0,0.0,0.0,0.0,9.000900090009,0.0,0.0,0.0,0.0,0.9000900090009001,0.9000900090009001,0.9000900090009001,5.4005400540054005,0.9000900090009001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000900090009001,0.0,0.0,1.8001800180018002,0.0,0.0,0.9000900090009001,43.204320432043204,0.0,0.0,0.9000900090009001,3.6003600360036003,0.0,0.0,0.0,24.302430243024304,0.0,0.0,0.0,0.9000900090009001,0.0,133.2133213321332,0.0,2.7002700270027002,0.0,0.9000900090009001,0.0,0.9000900090009001,0.0,0.0,0.0,0.0,0.0,0.0,1.8001800180018002,0.0,0.9000900090009001,0.9000900090009001,2.7002700270027002
HAN OOPD,aGFzaC00OTQxOTIwMjkxMTg0MDYzODgw,1.049,2018-05-25,6.5,6.5,6.5,5.5,5.5,338.417540514776,176.35843660629172,162.05910390848427,37.178265014299335,24.78551000953289,12.392755004766444,146.80648236415635,5.719733079122975,55.29075309818875,128.69399428026693,1.9065776930409915,17.159199237368924,115.34795042897998,29.55195424213537,14.299332697807436,0.0,43.8512869399428,115.34795042897998,0.0,2.8598665395614873,0.0,0.0,0.0,0.0,0.0,3.813155386081983,1.9065776930409915,0.0,0.0,0.0,0.9532888465204957,0.0,6.673021925643471,0.0,0.9532888465204957,0.0,0.0,0.0,0.0,0.0,2.8598665395614873,0.0,0.0,1.9065776930409915,4.7664442326024785,0.0,0.0,0.9532888465204957,0.0,0.9532888465204957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9532888465204957,0.0,0.0,0.0,0.0,0.0,0.0,7.626310772163966,0.0,1.9065776930409915,0.0,36.22497616777884,0.0,0.0,72.44995233555768,0.0,0.0,0.9532888465204957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9065776930409915,0.0,0.0,0.0,10.486177311725454,0.0,0.9532888465204957,3.813155386081983,0.0,1.9065776930409915,0.0,0.0,0.0,0.0,1.9065776930409915,0.0,0.0,0.0,0.0,1.9065776930409915,1.9065776930409915,0.0,0.0,0.9532888465204957,0.0,4.7664442326024785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9065776930409915,0.0,0.0,0.9532888465204957,36.22497616777884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.01906577693041,0.0,0.0,0.0,0.0,0.0,81.02955195424214,0.0,1.9065776930409915,0.9532888465204957,0.0,5.719733079122975,0.0,0.0,0.9532888465204957,0.0,0.9532888465204957,0.0,0.0,1.9065776930409915,0.0,0.0,1.9065776930409915,7.626310772163966
HAN OOPD,aGFzaC04NDQ4NzE5NTI5ODY1MjEyMTA1,0.726,2018-04-05,0.0,4.0,4.0,4.0,4.0,396.6942148760331,192.8374655647383,203.85674931129478,35.81267217630854,22.03856749311295,13.774104683195592,157.02479338842977,9.641873278236915,64.73829201101928,165.28925619834712,0.0,6.887052341597796,158.4022038567493,27.548209366391184,0.0,0.0,59.22865013774105,141.87327823691462,0.0,2.7548209366391188,0.0,0.0,0.0,0.0,0.0,0.0,2.7548209366391188,0.0,0.0,0.0,0.0,0.0,2.7548209366391188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7548209366391188,0.0,0.0,4.132231404958678,0.0,0.0,0.0,0.0,0.0,2.7548209366391188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3774104683195594,0.0,0.0,0.0,0.0,0.0,0.0,12.396694214876034,0.0,2.7548209366391188,0.0,35.81267217630854,0.0,0.0,110.19283746556474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7548209366391188,0.0,0.0,1.3774104683195594,0.0,1.3774104683195594,0.0,0.0,0.0,0.0,6.887052341597796,0.0,0.0,0.0,0.0,0.0,0.0,1.3774104683195594,0.0,1.3774104683195594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3774104683195594,0.0,0.0,1.3774104683195594,45.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.680440771349865,0.0,0.0,0.0,0.0,0.0,101.92837465564739,0.0,2.7548209366391188,0.0,0.0,2.7548209366391188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3774104683195594,1.3774104683195594,13.774104683195592
HAN OOPD,aGFzaC04NTk0MTEwNTYyNzU1NzM3Nzc2,1.03,2018-05-17,6.5,7.0,6.5,5.5,6.0,343.68932038834953,179.61165048543688,164.07766990291262,32.03883495145631,21.359223300970875,10.679611650485437,110.67961165048544,2.912621359223301,92.23300970873787,137.8640776699029,0.0,11.650485436893204,115.53398058252426,52.42718446601942,0.0,0.0,57.28155339805825,104.85436893203884,0.0,1.941747572815534,0.0,0.0,0.0,0.0,0.0,0.0,0.970873786407767,0.0,0.0,0.0,0.970873786407767,0.0,1.941747572815534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.883495145631068,0.0,0.0,0.970873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.883495145631068,0.0,0.0,0.970873786407767,0.0,0.0,0.0,18.446601941747574,0.0,9.70873786407767,0.0,28.155339805825243,0.0,0.0,70.87378640776699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.883495145631068,0.0,0.0,0.0,9.70873786407767,0.0,0.0,1.941747572815534,0.970873786407767,1.941747572815534,0.0,0.0,0.970873786407767,0.0,10.679611650485437,0.0,0.0,0.0,0.0,0.0,0.970873786407767,0.0,5.825242718446602,0.970873786407767,0.0,0.0,0.0,0.970873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.941747572815534,0.0,0.0,0.0,43.689320388349515,0.0,0.0,0.0,1.941747572815534,0.0,0.0,0.0,27.184466019417474,0.0,0.0,0.0,0.0,0.0,66.99029126213593,0.0,0.970873786407767,0.0,0.0,1.941747572815534,0.0,0.0,0.970873786407767,0.0,0.0,0.0,0.0,3.883495145631068,0.0,0.0,0.970873786407767,13.592233009708737
HAN OOPD,aGFzaC0yODQzOTYzNjEwNzMxODc4MjE0,0.987,2019-04-04,5.9,6.0,6.0,6.0,6.0,414.387031408308,200.6079027355623,213.77912867274568,44.57953394123607,29.38196555217832,15.197568389057752,136.77811550151975,9.118541033434651,82.06686930091186,186.42350557244174,0.0,18.237082066869302,132.72543059777104,48.632218844984806,1.0131712259371835,0.0,48.632218844984806,160.08105369807498,0.0,4.052684903748734,1.0131712259371835,0.0,0.0,0.0,0.0,0.0,2.026342451874367,0.0,0.0,0.0,0.0,0.0,6.079027355623101,0.0,0.0,0.0,0.0,0.0,0.0,2.026342451874367,2.026342451874367,0.0,0.0,2.026342451874367,0.0,0.0,0.0,0.0,0.0,1.0131712259371835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0395136778115504,0.0,0.0,0.0,0.0,0.0,0.0,11.144883485309018,1.0131712259371835,12.158054711246201,0.0,51.671732522796354,0.0,0.0,61.803444782168185,0.0,0.0,3.0395136778115504,0.0,1.0131712259371835,0.0,0.0,1.0131712259371835,1.0131712259371835,0.0,0.0,0.0,0.0,5.065856129685917,1.0131712259371835,0.0,0.0,7.092198581560284,1.0131712259371835,1.0131712259371835,4.052684903748734,0.0,1.0131712259371835,0.0,0.0,0.0,0.0,11.144883485309018,0.0,1.0131712259371835,0.0,0.0,2.026342451874367,0.0,1.0131712259371835,2.026342451874367,1.0131712259371835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.026342451874367,0.0,0.0,1.0131712259371835,35.46099290780142,0.0,0.0,1.0131712259371835,3.0395136778115504,0.0,0.0,0.0,22.289766970618036,0.0,0.0,0.0,1.0131712259371835,0.0,123.60688956433637,0.0,2.026342451874367,1.0131712259371835,0.0,1.0131712259371835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.065856129685917,0.0,1.0131712259371835,1.0131712259371835,13.171225937183385
HAN OOPD,aGFzaDE0NTI3NDMyNTc3NzczMTY3MA==,1.373,2018-04-05,7.0,6.5,7.0,7.0,7.0,347.414420975965,166.0597232337946,181.35469774217043,24.763292061179897,14.566642388929353,10.196649672250546,140.56809905316825,5.826656955571741,53.8965768390386,147.12308812818645,0.0,10.196649672250546,125.27312454479242,28.404952658412235,2.184996358339403,0.0,40.78659868900218,136.19810633648945,0.0,4.369992716678806,0.0,0.0,0.0,0.0,0.0,0.0,1.4566642388929352,0.0,0.0,0.0,0.0,0.7283321194464676,2.184996358339403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184996358339403,0.0,0.0,1.4566642388929352,0.0,0.0,0.0,0.0,0.0,1.4566642388929352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4566642388929352,0.0,0.0,0.0,0.0,0.0,0.0,15.29497450837582,1.4566642388929352,3.641660597232338,0.0,47.341587764020396,0.0,0.0,72.10487982520029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4566642388929352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9133284777858703,0.7283321194464676,5.098324836125273,0.7283321194464676,0.0,1.4566642388929352,0.0,0.0,0.0,0.0,2.184996358339403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4566642388929352,0.7283321194464676,0.0,0.0,1.4566642388929352,32.04661325564457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.763292061179897,0.0,0.0,0.0,0.7283321194464676,0.0,100.50983248361253,0.0,1.4566642388929352,5.098324836125273,0.0,1.4566642388929352,0.0,0.0,0.7283321194464676,0.0,0.0,0.0,0.0,0.0,0.0,1.4566642388929352,0.7283321194464676,8.739985433357612
